year,index,date,N1,N2,N3,N4,N5,N6,S1,color,zodiac,EvO,BS
2013,81,2013-07-16,3,18,19,37,47,20,25,blue,snake,odd,big
2013,82,2013-07-18,14,46,36,18,28,32,44,green,dog,even,big
2013,83,2013-07-21,26,33,17,3,20,47,34,red,monkey,even,big
2013,84,2013-07-23,32,28,17,8,6,22,20,blue,dog,even,small
2013,85,2013-07-25,49,34,23,27,20,32,30,red,rat,even,big
2013,86,2013-07-27,7,28,1,3,36,22,21,green,rooster,odd,small
2013,87,2013-07-30,33,44,42,31,12,8,49,green,snake,odd,big
2013,88,2013-08-01,8,22,6,20,10,19,42,blue,rat,even,big
2013,89,2013-08-03,23,12,6,5,39,38,48,blue,horse,even,big
2013,90,2013-08-06,44,11,32,4,15,19,42,blue,rat,even,big
2013,91,2013-08-08,13,26,25,23,15,29,9,blue,rooster,odd,small
2013,92,2013-08-10,3,30,41,20,44,10,31,blue,pig,odd,big
2013,93,2013-08-13,41,6,42,49,31,1,44,green,dog,even,big
2013,94,2013-08-15,42,31,22,10,26,16,23,red,goat,odd,small
2013,95,2013-08-17,30,14,9,32,31,49,1,red,snake,odd,small
2013,96,2013-08-20,15,31,14,13,46,48,36,blue,horse,even,big
2013,97,2013-08-22,1,41,16,49,25,33,46,red,monkey,even,big
2013,98,2013-08-24,20,10,6,15,14,3,33,green,rooster,odd,big
2013,99,2013-08-27,14,9,29,36,30,32,20,blue,dog,even,small
2013,100,2013-08-29,38,28,35,25,47,24,16,green,tiger,even,small
2013,101,2013-08-31,42,3,6,17,18,43,36,blue,horse,even,big
2013,102,2013-09-03,21,39,35,26,25,33,17,green,ox,odd,small
2013,103,2013-09-05,49,7,29,22,1,28,37,blue,snake,odd,big
2013,104,2013-09-07,28,30,18,7,17,10,6,green,rat,even,small
2013,105,2013-09-10,49,39,12,19,8,48,17,green,ox,odd,small
2013,106,2013-09-12,14,48,31,26,1,28,36,blue,horse,even,big
2013,107,2013-09-14,39,29,47,40,21,6,33,green,rooster,odd,big
2013,108,2013-09-16,39,22,47,31,45,17,49,green,snake,odd,big
2013,109,2013-09-19,45,18,3,49,15,26,41,blue,ox,odd,big
2013,110,2013-09-21,47,39,22,35,25,36,31,blue,pig,odd,big
2013,111,2013-09-24,26,13,25,30,29,39,19,red,pig,odd,small
2013,112,2013-09-26,11,6,9,3,28,7,34,red,monkey,even,big
2013,113,2013-09-28,33,39,49,43,48,40,34,red,monkey,even,big
2013,114,2013-09-30,43,44,40,1,11,29,4,blue,tiger,even,small
2013,115,2013-10-03,26,32,14,41,35,17,15,blue,rabbit,odd,small
2013,116,2013-10-05,9,31,29,4,6,36,20,blue,dog,even,small
2013,117,2013-10-08,7,3,27,1,6,15,30,red,rat,even,big
2013,118,2013-10-10,16,9,8,38,17,11,20,blue,dog,even,small
2013,119,2013-10-13,42,48,24,28,37,35,38,green,dragon,even,big
2013,120,2013-10-15,20,41,33,4,46,27,12,red,horse,even,small
2013,121,2013-10-17,1,45,35,24,44,11,49,green,snake,odd,big
2013,122,2013-10-19,31,1,44,47,41,10,18,red,rat,even,small
2013,123,2013-10-22,34,49,36,9,5,41,26,blue,dragon,even,big
2013,124,2013-10-24,10,24,44,43,9,22,30,red,rat,even,big
2013,125,2013-10-26,38,48,47,6,30,15,40,red,tiger,even,big
2013,126,2013-10-29,25,34,47,22,1,20,17,green,ox,odd,small
2013,127,2013-10-31,43,47,2,29,9,46,21,green,rooster,odd,small
2013,128,2013-11-02,18,8,29,34,19,31,36,blue,horse,even,big
2013,129,2013-11-05,38,4,42,22,25,37,20,blue,dog,even,small
2013,130,2013-11-07,9,4,14,26,30,42,21,green,rooster,odd,small
2013,131,2013-11-10,32,13,35,39,42,31,16,green,tiger,even,small
2013,132,2013-11-12,28,49,19,21,47,18,46,red,monkey,even,big
2013,133,2013-11-14,8,25,3,34,10,29,32,green,dog,even,big
2013,134,2013-11-16,1,43,8,17,39,32,48,blue,horse,even,big
2013,135,2013-11-19,27,49,35,12,47,44,36,blue,horse,even,big
2013,136,2013-11-21,6,25,23,8,49,3,4,blue,tiger,even,small
2013,137,2013-11-23,21,41,30,3,20,18,13,red,snake,odd,small
2013,138,2013-11-26,9,31,44,10,34,12,18,red,rat,even,small
2013,139,2013-11-28,3,6,33,34,21,43,9,blue,rooster,odd,small
2013,140,2013-11-30,34,2,45,15,42,19,14,blue,dragon,even,small
2013,141,2013-12-03,40,39,17,1,29,24,21,green,rooster,odd,small
2013,142,2013-12-05,26,19,46,16,17,1,29,red,ox,odd,big
2013,143,2013-12-07,41,24,26,18,44,5,20,blue,dog,even,small
2013,144,2013-12-10,46,17,30,36,1,8,16,green,tiger,even,small
2013,145,2013-12-12,34,24,10,19,31,28,27,green,rabbit,odd,big
2013,146,2013-12-14,49,38,15,6,46,14,29,red,ox,odd,big
2013,147,2013-12-17,19,33,1,20,8,15,47,blue,goat,odd,big
2013,148,2013-12-19,4,47,39,31,14,43,27,green,rabbit,odd,big
2013,149,2013-12-22,49,18,43,13,41,12,39,green,rabbit,odd,big
2013,150,2013-12-25,4,47,45,21,49,25,6,green,rat,even,small
2013,151,2013-12-28,32,43,9,42,20,4,5,green,ox,odd,small
2013,152,2013-12-31,42,40,44,7,12,9,14,blue,dragon,even,small
2014,1,2014-01-02,43,38,1,46,36,49,21,green,dog,odd,small
2014,2,2014-01-04,31,49,16,32,6,44,43,green,rat,odd,big
2014,3,2014-01-07,31,9,38,41,16,30,46,red,rooster,even,big
2014,4,2014-01-09,15,28,4,39,45,16,25,blue,horse,odd,big
2014,5,2014-01-12,36,39,44,16,42,3,17,green,tiger,odd,small
2014,6,2014-01-14,9,11,33,31,34,27,21,green,dog,odd,small
2014,7,2014-01-16,9,37,18,17,16,15,33,green,dog,odd,big
2014,8,2014-01-18,28,44,18,17,3,26,38,green,snake,even,big
2014,9,2014-01-21,23,20,34,37,49,8,44,green,pig,even,big
2014,10,2014-01-23,4,18,21,31,27,5,7,red,rat,odd,small
2014,11,2014-01-25,38,37,43,5,20,48,6,green,ox,even,small
2014,12,2014-01-28,30,20,37,4,27,31,18,red,ox,even,small
2014,13,2014-01-30,26,36,16,3,2,4,45,red,dog,odd,big
2014,14,2014-02-04,49,15,48,11,13,39,37,blue,horse,odd,big
2014,15,2014-02-06,37,26,27,32,33,45,39,green,dragon,odd,big
2014,16,2014-02-09,47,20,35,21,37,48,14,blue,snake,even,small
2014,17,2014-02-11,29,24,7,27,25,10,19,red,rat,odd,small
2014,18,2014-02-13,40,19,46,25,49,23,30,red,ox,even,big
2014,19,2014-02-15,2,32,30,36,14,45,11,green,monkey,odd,small
2014,20,2014-02-18,21,23,15,34,25,45,35,red,monkey,odd,big
2014,21,2014-02-20,26,31,5,24,3,40,45,red,dog,odd,big
2014,22,2014-02-22,24,35,33,23,29,2,14,blue,snake,even,small
2014,23,2014-02-25,8,43,40,39,41,26,5,green,tiger,odd,small
2014,24,2014-02-27,35,28,9,15,24,5,44,green,pig,even,big
2014,25,2014-03-02,21,46,16,19,11,38,34,red,rooster,even,big
2014,26,2014-03-04,27,19,33,3,13,16,22,green,rooster,even,small
2014,27,2014-03-06,46,39,27,6,10,20,38,green,snake,even,big
2014,28,2014-03-08,2,16,17,32,24,3,40,red,rabbit,even,big
2014,29,2014-03-11,33,30,28,6,15,4,27,green,dragon,odd,big
2014,30,2014-03-13,7,20,19,22,10,17,30,red,ox,even,big
2014,31,2014-03-15,29,46,2,24,21,15,27,green,dragon,odd,big
2014,32,2014-03-18,42,17,2,48,23,35,27,green,dragon,odd,big
2014,33,2014-03-20,1,37,9,48,18,25,14,blue,snake,even,small
2014,34,2014-03-22,20,34,26,21,11,49,4,blue,rabbit,even,small
2014,35,2014-03-25,36,22,35,44,28,45,6,green,ox,even,small
2014,36,2014-03-27,35,45,49,7,42,23,36,blue,goat,even,big
2014,37,2014-03-29,18,24,10,33,12,2,11,green,monkey,odd,small
2014,38,2014-04-01,36,48,43,49,33,22,25,blue,horse,odd,big
2014,39,2014-04-03,25,26,4,28,27,9,3,blue,dragon,odd,small
2014,40,2014-04-05,44,39,45,10,19,38,31,blue,rat,odd,big
2014,41,2014-04-08,24,47,45,11,31,46,6,green,ox,even,small
2014,42,2014-04-10,31,49,18,21,42,4,25,blue,horse,odd,big
2014,43,2014-04-12,43,45,18,20,28,6,13,red,horse,odd,small
2014,44,2014-04-15,41,6,45,14,28,16,27,green,dragon,odd,big
2014,45,2014-04-17,24,14,12,45,17,23,42,blue,ox,even,big
2014,46,2014-04-19,46,47,21,32,20,35,3,blue,dragon,odd,small
2014,47,2014-04-22,29,1,41,12,3,36,14,blue,snake,even,small
2014,48,2014-04-24,39,28,40,17,1,32,16,green,rabbit,even,small
2014,49,2014-04-26,47,9,12,36,27,22,46,red,rooster,even,big
2014,50,2014-04-29,26,15,2,8,45,37,14,blue,snake,even,small
2014,51,2014-05-01,28,37,1,14,29,43,30,red,ox,even,big
2014,52,2014-05-03,13,30,2,16,6,36,25,blue,horse,odd,big
2014,53,2014-05-06,10,33,23,39,36,44,30,red,ox,even,big
2014,54,2014-05-08,37,12,39,2,30,10,48,blue,goat,even,big
2014,55,2014-05-11,26,38,45,49,16,11,5,green,tiger,odd,small
2014,56,2014-05-13,35,9,32,20,22,41,8,red,pig,even,small
2014,57,2014-05-15,16,12,24,9,35,34,7,red,rat,odd,small
2014,58,2014-05-18,21,37,45,27,9,12,7,red,rat,odd,small
2014,59,2014-05-20,10,33,16,44,34,47,6,green,ox,even,small
2014,60,2014-05-22,17,37,31,9,28,35,19,red,rat,odd,small
2014,61,2014-05-24,41,2,14,4,39,30,49,green,horse,odd,big
2014,62,2014-05-27,30,16,10,34,44,3,1,red,horse,odd,small
2014,63,2014-05-29,48,4,26,24,14,19,35,red,monkey,odd,big
2014,64,2014-05-31,47,28,32,37,2,10,31,blue,rat,odd,big
2014,65,2014-06-02,39,3,19,13,36,20,15,blue,dragon,odd,small
2014,66,2014-06-04,40,25,33,46,10,11,6,green,ox,even,small
2014,67,2014-06-07,4,8,44,13,19,48,27,green,dragon,odd,big
2014,68,2014-06-10,30,32,1,35,44,37,40,red,rabbit,even,big
2014,69,2014-06-12,3,44,21,18,41,45,15,blue,dragon,odd,small
2014,70,2014-06-17,16,23,45,15,4,3,21,green,dog,odd,small
2014,71,2014-06-19,30,31,24,44,3,17,7,red,rat,odd,small
2014,72,2014-06-21,49,45,17,37,2,40,48,blue,goat,even,big
2014,73,2014-06-24,30,31,25,35,18,24,36,blue,goat,even,big
2014,74,2014-06-26,42,48,47,20,2,40,28,green,rabbit,even,big
2014,75,2014-06-29,15,23,46,38,47,26,21,green,dog,odd,small
2014,76,2014-07-03,48,17,37,14,43,34,20,blue,pig,even,small
2014,77,2014-07-05,36,32,10,38,14,37,47,blue,monkey,odd,big
2014,78,2014-07-08,16,38,4,22,39,27,36,blue,goat,even,big
2014,79,2014-07-10,17,25,1,9,22,2,8,red,pig,even,small
2014,80,2014-07-12,11,40,3,49,13,23,43,green,rat,odd,big
2014,81,2014-07-15,41,32,9,42,2,5,44,green,pig,even,big
2014,82,2014-07-17,20,28,42,43,1,30,10,blue,rooster,even,small
2014,83,2014-07-19,48,41,30,9,40,1,49,green,horse,odd,big
2014,84,2014-07-22,14,1,16,3,41,24,13,red,horse,odd,small
2014,85,2014-07-24,38,4,31,36,5,21,14,blue,snake,even,small
2014,86,2014-07-26,17,36,4,1,15,42,40,red,rabbit,even,big
2014,87,2014-07-29,11,13,31,37,15,47,19,red,rat,odd,small
2014,88,2014-07-31,12,35,44,22,48,27,38,green,snake,even,big
2014,89,2014-08-02,42,23,48,26,22,3,28,green,rabbit,even,big
2014,90,2014-08-05,7,24,29,8,18,5,14,blue,snake,even,small
2014,91,2014-08-07,46,32,14,31,36,5,11,green,monkey,odd,small
2014,92,2014-08-09,15,41,31,1,33,9,37,blue,horse,odd,big
2014,93,2014-08-12,27,39,31,9,7,36,32,green,pig,even,big
2014,94,2014-08-14,14,49,4,48,8,23,11,green,monkey,odd,small
2014,95,2014-08-16,42,27,37,23,26,46,15,blue,dragon,odd,small
2014,96,2014-08-19,42,27,2,46,32,5,16,green,rabbit,even,small
2014,97,2014-08-21,31,10,30,14,29,26,18,red,ox,even,small
2014,98,2014-08-23,14,24,38,32,12,4,13,red,horse,odd,small
2014,99,2014-08-26,44,33,25,37,32,29,47,blue,monkey,odd,big
2014,100,2014-08-28,38,17,27,11,24,31,49,green,horse,odd,big
2014,101,2014-08-30,15,27,18,24,49,39,6,green,ox,even,small
2014,102,2014-09-02,45,43,37,26,47,28,25,blue,horse,odd,big
2014,103,2014-09-04,11,34,36,43,14,46,1,red,horse,odd,small
2014,104,2014-09-09,7,39,27,36,25,42,31,blue,rat,odd,big
2014,105,2014-09-13,43,48,3,12,40,49,32,green,pig,even,big
2014,106,2014-09-16,17,22,43,4,34,15,35,red,monkey,odd,big
2014,107,2014-09-18,45,25,16,27,6,20,29,red,tiger,odd,big
2014,108,2014-09-20,38,32,48,3,16,40,27,green,dragon,odd,big
2014,109,2014-09-23,13,28,43,41,12,20,23,red,monkey,odd,small
2014,110,2014-09-25,48,19,49,42,44,3,38,green,snake,even,big
2014,111,2014-09-28,10,28,6,35,26,12,24,red,goat,even,small
2014,112,2014-09-30,10,16,20,46,39,45,47,blue,monkey,odd,big
2014,113,2014-10-02,10,4,24,29,33,35,7,red,rat,odd,small
2014,114,2014-10-04,5,45,14,24,27,22,8,red,pig,even,small
2014,115,2014-10-07,49,33,42,12,13,26,48,blue,goat,even,big
2014,116,2014-10-09,12,2,23,46,40,14,39,green,dragon,odd,big
2014,117,2014-10-11,37,29,35,26,34,47,8,red,pig,even,small
2014,118,2014-10-14,8,5,17,37,1,20,33,green,dog,odd,big
2014,119,2014-10-16,34,39,48,4,49,9,18,red,ox,even,small
2014,120,2014-10-18,19,47,22,12,40,36,25,blue,horse,odd,big
2014,121,2014-10-21,29,6,18,34,17,9,42,blue,ox,even,big
2014,122,2014-10-23,11,29,28,41,14,37,19,red,rat,odd,small
2014,123,2014-10-25,40,39,41,13,1,43,18,red,ox,even,small
2014,124,2014-10-28,30,37,16,47,26,43,31,blue,rat,odd,big
2014,125,2014-10-30,49,36,3,47,29,19,33,green,dog,odd,big
2014,126,2014-11-01,20,44,26,9,10,11,31,blue,rat,odd,big
2014,127,2014-11-04,38,30,23,16,29,37,33,green,dog,odd,big
2014,128,2014-11-06,29,4,12,14,48,10,3,blue,dragon,odd,small
2014,129,2014-11-08,7,8,32,15,34,39,43,green,rat,odd,big
2014,130,2014-11-11,5,49,9,3,48,19,26,blue,snake,even,big
2014,131,2014-11-13,36,49,21,42,41,46,6,green,ox,even,small
2014,132,2014-11-16,34,33,15,43,32,7,10,blue,rooster,even,small
2014,133,2014-11-18,17,2,6,37,49,24,46,red,rooster,even,big
2014,134,2014-11-20,33,16,8,46,19,35,12,red,goat,even,small
2014,135,2014-11-22,12,27,32,17,33,2,44,green,pig,even,big
2014,136,2014-11-25,47,6,44,41,35,42,19,red,rat,odd,small
2014,137,2014-11-27,2,45,22,20,40,30,44,green,pig,even,big
2014,138,2014-11-29,33,37,7,26,29,32,31,blue,rat,odd,big
2014,139,2014-12-02,47,27,4,13,49,1,33,green,dog,odd,big
2014,140,2014-12-04,1,20,33,27,36,8,35,red,monkey,odd,big
2014,141,2014-12-06,21,17,40,18,25,48,16,green,rabbit,even,small
2014,142,2014-12-09,41,3,13,4,29,31,46,red,rooster,even,big
2014,143,2014-12-11,32,7,1,35,13,39,31,blue,rat,odd,big
2014,144,2014-12-13,12,17,48,20,14,40,19,red,rat,odd,small
2014,145,2014-12-16,1,42,31,7,14,34,16,green,rabbit,even,small
2014,146,2014-12-18,8,10,25,6,29,21,33,green,dog,odd,big
2014,147,2014-12-21,43,36,37,25,30,2,22,green,rooster,even,small
2014,148,2014-12-23,35,1,47,12,4,14,33,green,dog,odd,big
2014,149,2014-12-25,19,47,24,46,12,43,30,red,ox,even,big
2014,150,2014-12-27,28,15,31,32,14,48,40,red,rabbit,even,big
2014,151,2014-12-29,1,40,30,39,25,33,7,red,rat,odd,small
2014,152,2014-12-31,32,37,19,25,33,10,27,green,dragon,odd,big
2015,1,2015-01-03,44,42,15,35,8,31,39,green,snake,odd,big
2015,2,2015-01-06,14,16,18,3,49,38,29,red,rabbit,odd,big
2015,3,2015-01-08,8,28,44,18,37,19,13,red,goat,odd,small
2015,4,2015-01-11,47,21,10,40,24,33,5,green,rabbit,odd,small
2015,5,2015-01-13,37,40,43,21,27,16,14,blue,horse,even,small
2015,6,2015-01-15,14,49,1,43,2,37,24,red,monkey,even,small
2015,7,2015-01-17,27,14,25,15,30,16,11,green,rooster,odd,small
2015,8,2015-01-20,29,13,9,15,5,7,47,blue,rooster,odd,big
2015,9,2015-01-22,42,30,46,8,21,16,32,green,rat,even,big
2015,10,2015-01-24,18,17,26,20,32,31,6,green,tiger,even,small
2015,11,2015-01-27,5,10,13,28,35,4,12,red,monkey,even,small
2015,12,2015-01-29,29,25,32,6,15,46,9,blue,pig,odd,small
2015,13,2015-01-31,46,47,14,7,17,5,27,green,snake,odd,big
2015,14,2015-02-03,49,43,11,36,47,34,21,green,pig,odd,small
2015,15,2015-02-05,22,18,17,13,16,45,10,blue,dog,even,small
2015,16,2015-02-08,17,18,5,7,27,48,30,red,tiger,even,big
2015,17,2015-02-10,30,23,2,41,34,17,14,blue,horse,even,small
2015,18,2015-02-12,31,14,7,10,9,22,35,red,rooster,odd,big
2015,19,2015-02-14,10,25,21,35,12,2,26,blue,horse,even,big
2015,20,2015-02-17,44,22,28,33,14,46,25,blue,goat,odd,big
2015,21,2015-02-22,42,46,29,28,15,20,35,red,rooster,odd,big
2015,22,2015-02-24,48,17,32,28,33,18,37,blue,goat,odd,big
2015,23,2015-02-26,22,20,25,33,12,10,27,green,snake,odd,big
2015,24,2015-02-28,23,6,9,43,25,41,38,green,horse,even,big
2015,25,2015-03-03,17,25,46,27,13,49,19,red,ox,odd,small
2015,26,2015-03-05,10,38,20,2,6,40,46,red,dog,even,big
2015,27,2015-03-07,32,8,49,6,16,12,37,blue,goat,odd,big
2015,28,2015-03-10,22,45,1,27,48,18,25,blue,goat,odd,big
2015,29,2015-03-12,23,14,25,37,24,17,34,red,dog,even,big
2015,30,2015-03-14,29,4,21,37,25,32,27,green,snake,odd,big
2015,31,2015-03-17,1,11,5,47,34,23,14,blue,horse,even,small
2015,32,2015-03-19,31,30,43,15,17,12,46,red,dog,even,big
2015,33,2015-03-22,26,34,38,7,33,30,5,green,rabbit,odd,small
2015,34,2015-03-24,42,37,2,5,44,13,27,green,snake,odd,big
2015,35,2015-03-26,39,6,2,9,49,16,29,red,rabbit,odd,big
2015,36,2015-03-28,37,11,16,29,6,30,34,red,dog,even,big
2015,37,2015-03-31,27,46,10,36,2,5,7,red,ox,odd,small
2015,38,2015-04-02,4,42,37,12,20,47,35,red,rooster,odd,big
2015,39,2015-04-04,26,44,45,29,12,9,19,red,ox,odd,small
2015,40,2015-04-06,43,21,46,42,26,24,4,blue,dragon,even,small
2015,41,2015-04-09,11,34,38,31,37,10,14,blue,horse,even,small
2015,42,2015-04-11,19,17,6,20,18,42,25,blue,goat,odd,big
2015,43,2015-04-14,30,40,35,42,31,48,6,green,tiger,even,small
2015,44,2015-04-16,5,20,35,1,39,3,28,green,dragon,even,big
2015,45,2015-04-18,31,29,47,41,12,17,38,green,horse,even,big
2015,46,2015-04-21,24,13,48,3,20,43,49,green,goat,odd,big
2015,47,2015-04-23,8,4,3,36,7,26,31,blue,ox,odd,big
2015,48,2015-04-25,19,24,36,12,49,21,23,red,rooster,odd,small
2015,49,2015-04-28,36,8,28,1,31,45,9,blue,pig,odd,small
2015,50,2015-04-30,8,36,30,42,6,34,12,red,monkey,even,small
2015,51,2015-05-02,16,49,26,10,7,12,40,red,dragon,even,big
2015,52,2015-05-05,11,42,43,49,13,41,29,red,rabbit,odd,big
2015,53,2015-05-07,14,21,25,7,3,29,6,green,tiger,even,small
2015,54,2015-05-10,2,15,39,44,38,13,8,red,rat,even,small
2015,55,2015-05-12,26,3,15,7,25,47,10,blue,dog,even,small
2015,56,2015-05-14,48,5,17,22,34,38,2,red,horse,even,small
2015,57,2015-05-17,36,21,44,32,37,46,47,blue,rooster,odd,big
2015,58,2015-05-19,48,37,27,28,21,33,13,red,goat,odd,small
2015,59,2015-05-21,16,19,47,18,36,42,46,red,dog,even,big
2015,60,2015-05-23,43,44,45,5,13,10,7,red,ox,odd,small
2015,61,2015-05-26,7,45,42,37,10,15,41,blue,rabbit,odd,big
2015,62,2015-05-28,2,47,44,7,23,20,30,red,tiger,even,big
2015,63,2015-05-30,42,9,45,36,28,16,2,red,horse,even,small
2015,64,2015-06-02,11,21,38,42,12,15,25,blue,goat,odd,big
2015,65,2015-06-04,24,49,31,28,39,18,44,green,rat,even,big
2015,66,2015-06-06,22,27,9,11,49,14,44,green,rat,even,big
2015,67,2015-06-09,20,16,7,17,25,12,31,blue,ox,odd,big
2015,68,2015-06-11,44,35,10,13,38,42,27,green,snake,odd,big
2015,69,2015-06-13,26,33,12,24,25,10,23,red,rooster,odd,small
2015,70,2015-06-16,13,26,44,40,24,16,42,blue,tiger,even,big
2015,71,2015-06-18,12,46,11,35,24,4,3,blue,snake,odd,small
2015,72,2015-06-20,34,16,12,48,31,42,37,blue,goat,odd,big
2015,73,2015-06-23,33,42,26,3,10,46,44,green,rat,even,big
2015,74,2015-06-25,40,28,49,26,1,5,15,blue,snake,odd,small
2015,75,2015-06-28,43,41,9,8,33,18,15,blue,snake,odd,small
2015,76,2015-06-30,21,27,12,14,38,43,15,blue,snake,odd,small
2015,77,2015-07-02,11,4,48,44,23,32,49,green,goat,odd,big
2015,78,2015-07-04,47,34,9,32,24,43,35,red,rooster,odd,big
2015,79,2015-07-07,40,28,29,38,19,9,33,green,pig,odd,big
2015,80,2015-07-11,17,22,5,28,2,27,37,blue,goat,odd,big
2015,81,2015-07-14,7,10,13,38,20,8,5,green,rabbit,odd,small
2015,82,2015-07-16,38,35,22,18,23,16,25,blue,goat,odd,big
2015,83,2015-07-18,20,23,13,24,46,47,39,green,snake,odd,big
2015,84,2015-07-21,42,41,15,19,14,4,10,blue,dog,even,small
2015,85,2015-07-23,45,49,40,33,10,43,38,green,horse,even,big
2015,86,2015-07-26,15,11,28,30,4,26,13,red,goat,odd,small
2015,87,2015-07-28,32,25,33,35,34,12,45,red,pig,odd,big
2015,88,2015-07-30,11,48,24,17,5,4,46,red,dog,even,big
2015,89,2015-08-01,32,47,14,31,28,20,18,red,tiger,even,small
2015,90,2015-08-04,15,13,5,9,21,23,12,red,monkey,even,small
2015,91,2015-08-06,23,41,40,22,42,35,16,green,dragon,even,small
2015,92,2015-08-08,12,25,46,10,42,19,37,blue,goat,odd,big
2015,93,2015-08-11,27,26,47,22,28,36,12,red,monkey,even,small
2015,94,2015-08-13,21,24,22,8,4,1,46,red,dog,even,big
2015,95,2015-08-15,2,6,30,33,25,13,20,blue,rat,even,small
2015,96,2015-08-18,43,17,49,7,34,41,1,red,goat,odd,small
2015,97,2015-08-20,18,4,44,5,23,32,6,green,tiger,even,small
2015,98,2015-08-22,32,2,37,36,26,31,12,red,monkey,even,small
2015,99,2015-08-25,41,42,39,16,15,3,36,blue,monkey,even,big
2015,100,2015-08-27,29,9,39,13,30,45,48,blue,monkey,even,big
2015,101,2015-08-29,9,32,37,39,22,28,47,blue,rooster,odd,big
2015,102,2015-09-01,31,10,5,36,8,6,17,green,rabbit,odd,small
2015,103,2015-09-03,16,45,34,12,36,42,41,blue,rabbit,odd,big
2015,104,2015-09-05,15,40,26,36,20,16,46,red,dog,even,big
2015,105,2015-09-08,22,4,41,1,13,32,26,blue,horse,even,big
2015,106,2015-09-10,11,1,36,13,35,23,34,red,dog,even,big
2015,107,2015-09-12,5,38,21,25,13,40,17,green,rabbit,odd,small
2015,108,2015-09-15,5,22,17,25,27,3,46,red,dog,even,big
2015,109,2015-09-17,9,41,4,17,1,35,37,blue,goat,odd,big
2015,110,2015-09-22,25,43,11,2,36,12,10,blue,dog,even,small
2015,111,2015-09-24,10,16,15,24,4,28,49,green,goat,odd,big
2015,112,2015-09-26,37,43,6,18,16,15,2,red,horse,even,small
2015,113,2015-09-30,46,28,10,23,9,37,34,red,dog,even,big
2015,114,2015-10-03,39,30,16,10,40,8,6,green,tiger,even,small
2015,115,2015-10-06,32,2,22,7,9,46,26,blue,horse,even,big
2015,116,2015-10-08,17,40,8,28,34,39,14,blue,horse,even,small
2015,117,2015-10-11,22,36,46,4,35,21,40,red,dragon,even,big
2015,118,2015-10-13,34,30,4,33,1,22,26,blue,horse,even,big
2015,119,2015-10-15,17,30,34,18,33,26,29,red,rabbit,odd,big
2015,120,2015-10-17,33,48,2,19,12,34,24,red,monkey,even,small
2015,121,2015-10-19,46,15,38,39,7,11,25,blue,goat,odd,big
2015,122,2015-10-21,25,48,16,40,14,1,17,green,rabbit,odd,small
2015,123,2015-10-24,27,34,18,45,35,28,2,red,horse,even,small
2015,124,2015-10-27,33,20,22,44,31,39,10,blue,dog,even,small
2015,125,2015-10-29,31,22,5,46,4,6,47,blue,rooster,odd,big
2015,126,2015-10-31,28,4,48,37,10,42,8,red,rat,even,small
2015,127,2015-11-03,38,12,25,7,13,34,15,blue,snake,odd,small
2015,128,2015-11-05,25,44,11,5,27,10,7,red,ox,odd,small
2015,129,2015-11-07,6,16,34,44,48,27,1,red,goat,odd,small
2015,130,2015-11-10,47,4,43,28,42,14,3,blue,snake,odd,small
2015,131,2015-11-12,10,24,28,45,33,20,19,red,ox,odd,small
2015,132,2015-11-15,13,15,45,28,41,24,20,blue,rat,even,small
2015,133,2015-11-17,33,13,47,31,35,12,21,green,pig,odd,small
2015,134,2015-11-19,15,40,41,13,48,25,19,red,ox,odd,small
2015,135,2015-11-22,33,30,38,20,39,9,37,blue,goat,odd,big
2015,136,2015-11-24,44,17,21,41,36,22,38,green,horse,even,big
2015,137,2015-11-26,44,10,39,17,25,26,7,red,ox,odd,small
2015,138,2015-11-28,31,25,28,24,15,21,48,blue,monkey,even,big
2015,139,2015-12-01,8,10,33,22,9,40,28,green,dragon,even,big
2015,140,2015-12-03,42,14,41,4,44,11,10,blue,dog,even,small
2015,141,2015-12-05,19,16,35,6,34,46,9,blue,pig,odd,small
2015,142,2015-12-08,49,25,10,9,40,48,32,green,rat,even,big
2015,143,2015-12-10,9,29,24,47,32,34,42,blue,tiger,even,big
2015,144,2015-12-12,16,42,44,27,35,18,33,green,pig,odd,big
2015,145,2015-12-15,18,41,40,48,49,22,42,blue,tiger,even,big
2015,146,2015-12-17,20,36,24,18,45,44,39,green,snake,odd,big
2015,147,2015-12-20,43,45,20,16,6,11,21,green,pig,odd,small
2015,148,2015-12-22,44,36,38,11,28,48,26,blue,horse,even,big
2015,149,2015-12-24,18,20,12,33,47,28,25,blue,goat,odd,big
2015,150,2015-12-26,37,1,8,42,47,33,7,red,ox,odd,small
2015,151,2015-12-29,30,38,33,20,3,5,28,green,dragon,even,big
2015,152,2015-12-31,22,24,11,25,2,12,3,blue,snake,odd,small
2016,1,2016-01-02,6,34,8,41,32,11,47,blue,dog,odd,big
2016,2,2016-01-05,18,45,2,5,7,30,11,green,dog,odd,small
2016,3,2016-01-07,29,11,9,47,43,6,8,red,ox,even,small
2016,4,2016-01-10,15,8,30,45,18,4,38,green,goat,even,big
2016,5,2016-01-12,8,13,44,45,35,15,47,blue,dog,odd,big
2016,6,2016-01-14,23,49,32,2,1,10,26,blue,goat,even,big
2016,7,2016-01-16,2,6,1,43,37,40,24,red,rooster,even,small
2016,8,2016-01-19,39,25,30,8,20,18,13,red,monkey,odd,small
